order_id,order_date,customer_id,product_id,quantity,unit_price,region
462,2024-02-18,33,3,5,313.86,South
463,2023-05-09,143,26,5,297.07,East
464,2023-10-23,244,16,1,232.27,North
465,2024-10-09,736,16,5,227.53,South
466,2024-11-24,726,44,4,436.72,North
467,2024-09-03,632,41,4,202.79,East
468,2023-04-27,680,14,1,421.74,West
469,2023-12-29,861,44,2,420.49,South
470,2023-04-25,217,26,2,387.74,East
471,2024-12-24,901,27,5,28.44,North
472,2024-10-28,974,48,5,82.51,North
473,2022-12-09,434,17,1,164.21,West
474,2022-11-28,867,44,4,425.29,West
475,2023-03-14,834,4,1,437.9,South
476,2022-06-23,729,17,2,30.36,South
477,2023-07-13,54,33,4,169.12,East
478,2023-06-11,720,30,5,426.69,South
479,2023-10-21,942,21,2,132.35,West
480,2022-01-26,592,17,3,488.24,North
481,2024-03-30,907,11,2,249.76,West
482,2023-08-28,892,30,4,469.28,South
483,2023-02-10,945,18,4,220.12,North
484,2022-08-20,995,20,1,168.66,West
485,2023-06-17,151,34,4,187.58,South
486,2023-05-20,55,41,3,443.31,West
487,2022-06-28,517,28,3,172.04,West
488,2022-05-12,448,9,4,337.98,West
489,2022-12-14,35,44,5,240.22,West
490,2023-06-24,861,31,4,471.42,West
491,2024-02-11,119,45,5,88.09,West
492,2022-03-17,197,16,4,220.04,West
493,2023-08-02,566,31,2,71.07,West
494,2024-05-03,771,29,4,293.29,East
495,2022-07-13,774,13,2,207.42,West
496,2022-12-13,855,23,5,39.86,West
497,2024-08-08,878,14,4,426.42,East
498,2022-08-02,824,39,5,194.0,North
499,2023-07-27,514,2,3,251.88,East
500,2024-02-19,594,12,1,209.68,South
501,2022-09-19,862,28,5,249.44,North
502,2023-12-31,422,32,2,18.0,South
503,2022-10-10,952,49,1,409.58,North
504,2022-12-28,517,24,4,172.83,West
505,2023-03-17,686,37,2,364.99,North
506,2022-04-03,139,29,1,41.79,West
507,2024-01-23,705,42,1,266.67,North
508,2024-05-16,650,18,5,455.31,West
509,2022-05-22,809,3,4,205.14,East
510,2024-01-19,628,13,4,106.66,East
511,2023-10-15,44,13,4,58.55,East
512,2023-12-02,858,42,5,430.95,North
513,2024-09-24,801,29,5,127.02,West
514,2022-02-18,219,2,4,487.78,West
515,2024-05-30,568,28,1,131.43,West
516,2023-07-09,754,48,4,245.69,East
517,2023-02-08,908,4,5,234.42,East
518,2024-06-10,258,5,4,40.38,North
519,2024-05-14,513,39,5,270.6,East
520,2023-08-25,961,41,4,339.59,North
521,2022-12-07,377,5,1,373.65,East
522,2023-12-05,893,8,1,266.07,North
523,2022-11-14,289,34,5,408.17,North
524,2023-09-10,470,25,5,378.53,North
525,2023-01-17,972,27,2,105.05,East
526,2022-08-21,103,7,3,206.78,North
527,2024-03-27,804,36,2,79.87,North
528,2023-07-07,149,32,5,75.38,South
529,2024-05-05,84,21,5,358.94,South
530,2024-03-29,932,47,4,269.92,North
531,2022-07-02,26,18,2,304.47,North
532,2024-11-30,175,2,3,368.77,East
533,2023-02-01,735,46,2,145.85,West
534,2024-02-18,641,42,1,206.67,East
535,2024-06-25,422,5,1,307.33,North
536,2022-05-07,654,44,2,57.35,East
537,2022-01-01,346,42,2,418.2,East
538,2022-01-19,302,50,5,178.29,North
539,2023-08-07,298,38,4,332.79,East
540,2023-04-01,135,28,1,497.83,West
541,2024-08-14,55,31,3,242.93,South
542,2023-03-21,56,44,4,115.37,West
543,2023-08-25,374,24,2,116.05,East
544,2022-04-13,588,33,1,39.58,East
545,2024-09-14,831,39,2,385.87,West
546,2023-06-04,920,12,1,153.78,North
547,2024-05-08,339,39,3,94.64,East
548,2022-06-23,457,9,4,359.71,West
549,2024-10-01,355,15,3,161.48,South
550,2023-03-07,132,23,3,304.23,North
551,2023-12-28,493,44,4,214.73,South
552,2024-04-29,554,45,4,173.73,East
553,2024-09-16,864,22,3,249.82,West
554,2023-10-01,110,36,2,163.76,North
555,2023-02-24,582,10,4,436.58,North
556,2023-08-17,796,28,3,45.79,North
557,2023-04-30,126,35,3,24.78,South
558,2023-02-16,860,29,3,209.13,North
559,2024-07-24,296,5,2,94.69,West
560,2022-11-28,179,4,5,374.43,East
561,2023-10-17,925,15,5,183.18,West
562,2022-02-10,810,30,4,138.1,North
563,2024-08-16,886,26,5,186.1,North
564,2022-04-15,197,23,1,117.55,West
565,2022-07-21,773,39,4,156.83,East
566,2023-03-26,101,29,4,288.31,West
567,2024-06-28,937,22,3,433.38,North
568,2022-07-29,573,35,1,191.73,North
569,2023-07-17,183,48,5,167.13,South
570,2023-12-14,924,47,4,393.08,East
571,2024-02-10,809,18,1,20.99,East
572,2023-03-30,879,35,2,158.02,North
573,2023-10-29,9,46,2,231.56,South
574,2023-09-21,413,33,3,304.32,South
575,2023-01-22,718,7,1,86.47,South
576,2022-10-23,934,34,4,222.1,South
577,2022-09-15,830,10,2,287.49,West
578,2022-09-25,566,24,2,260.02,South
579,2023-02-23,692,25,5,291.53,East
580,2022-08-23,104,48,5,334.58,West
581,2024-09-12,126,44,1,195.89,North
582,2023-07-28,546,27,5,41.18,East
583,2022-02-18,677,50,1,37.22,West
584,2022-08-11,945,6,4,430.77,East
585,2024-07-09,810,49,4,341.94,West
586,2022-10-04,270,8,4,384.45,East
587,2023-02-24,466,21,5,465.11,South
588,2023-09-03,801,41,5,377.77,South
589,2023-01-10,118,19,3,349.23,East
590,2022-03-14,866,34,2,331.32,East
591,2024-11-19,92,39,4,136.7,North
592,2022-07-14,612,43,5,479.07,South
593,2024-04-26,485,23,2,275.6,North
594,2024-11-30,87,13,4,118.82,North
595,2024-12-22,234,42,4,112.81,South
596,2022-01-23,913,47,2,409.48,North
597,2022-12-26,124,39,2,132.6,South
598,2023-07-14,203,28,5,30.3,North
599,2023-11-03,32,6,2,219.92,West
600,2023-11-10,357,12,2,410.5,North
601,2023-03-16,463,3,5,213.08,West
602,2024-07-21,964,48,4,403.74,South
603,2022-01-07,551,20,2,415.33,East
604,2023-02-25,94,41,3,430.28,West
605,2024-04-12,522,42,1,298.56,East
606,2023-07-13,727,45,2,352.74,East
607,2024-07-02,408,8,2,138.31,East
608,2024-10-03,100,26,1,58.85,South
609,2022-05-06,244,38,3,271.06,West
610,2023-01-30,58,28,4,15.19,North
611,2024-03-27,965,35,3,238.21,South
612,2024-05-30,357,44,1,60.03,South
613,2023-07-30,491,41,2,63.13,South
614,2022-11-21,320,41,4,436.68,North
615,2024-07-18,19,43,3,323.85,West
616,2024-04-12,357,38,3,326.16,East
617,2024-11-20,117,2,4,208.19,South
618,2024-04-16,136,7,3,212.49,West
619,2024-07-14,839,41,1,158.52,West
620,2023-03-19,296,25,4,222.84,South
621,2022-03-16,525,50,1,297.69,North
622,2023-07-11,101,32,4,101.43,North
623,2022-12-29,380,12,1,138.22,South
624,2023-03-24,155,11,2,252.43,West
625,2022-09-19,594,10,2,198.54,North
626,2022-05-05,600,35,3,411.55,South
627,2024-06-29,105,44,4,412.63,South
628,2022-09-02,642,4,4,174.64,South
629,2023-06-26,784,42,1,230.89,North
630,2023-04-30,526,2,3,488.53,East
631,2022-05-02,128,44,3,415.46,South
632,2022-05-05,401,28,4,115.67,West
633,2022-06-19,572,43,2,147.31,South
634,2022-05-04,966,46,4,50.91,South
635,2024-11-24,739,47,4,342.13,South
636,2023-10-08,529,14,5,165.28,West
637,2024-02-25,557,44,1,272.93,South
638,2022-07-20,550,29,1,386.39,West
639,2023-01-04,124,2,5,419.66,East
640,2024-03-07,360,34,3,169.43,South
641,2022-03-18,64,33,1,126.25,North
642,2022-02-28,889,20,3,425.78,East
643,2023-03-07,765,47,2,196.82,West
644,2023-09-30,774,30,3,412.78,West
645,2022-04-19,956,42,1,83.38,West
646,2024-10-04,624,26,3,456.84,South
647,2022-03-09,102,20,2,246.73,East
648,2024-12-28,561,1,5,93.37,West
649,2022-11-01,277,1,1,272.18,South
650,2023-11-05,227,25,2,436.31,West
651,2022-12-31,23,33,4,200.77,East
652,2024-03-31,844,23,5,97.25,South
653,2022-12-09,697,11,5,292.51,North
654,2024-08-04,64,44,1,418.89,South
655,2024-06-17,157,15,2,69.46,East
656,2024-02-01,795,14,4,30.29,North
657,2022-12-07,390,1,2,37.58,West
658,2024-07-30,149,33,3,122.94,East
659,2023-01-18,839,6,1,13.58,West
660,2024-09-30,363,23,3,220.05,East
661,2022-10-27,681,26,3,351.9,West
662,2022-05-19,464,3,5,358.12,South
663,2022-12-25,645,46,5,321.99,North
