order_id,order_date,customer_id,product_id,quantity,unit_price,region,revenue
80,2022-08-19,202,30,4,383.03,West,1532.12
81,2024-07-11,732,44,3,316.82,South,950.46
82,2024-12-25,452,10,5,225.64,North,1128.1999999999998
83,2024-07-25,187,11,4,424.18,West,1696.72
84,2022-04-22,608,34,1,413.85,East,413.85
85,2024-11-02,854,16,4,169.02,West,676.08
86,2023-05-15,724,19,3,420.61,North,1261.83
87,2024-07-20,368,44,2,179.13,North,358.26
88,2023-08-21,340,4,3,314.73,North,944.19
89,2022-08-22,262,49,5,104.32,North,521.5999999999999
90,2023-08-25,841,44,2,139.45,North,278.9
91,2022-11-10,924,31,1,229.46,West,229.46
92,2023-07-20,589,48,1,164.15,West,164.15
93,2024-11-01,543,35,5,73.28,South,366.4
94,2022-07-28,551,34,5,246.34,West,1231.7
95,2024-11-03,306,26,5,260.57,North,1302.85
96,2024-11-09,846,39,5,87.77,West,438.84999999999997
97,2023-08-10,726,6,4,95.41,West,381.64
98,2024-10-11,638,33,3,24.38,South,73.14
99,2024-12-29,165,47,4,24.87,North,99.48
100,2023-11-29,758,27,2,185.73,South,371.46
101,2022-05-12,621,12,1,81.86,North,81.86
102,2024-11-09,88,45,1,460.35,North,460.35
103,2023-06-20,200,8,2,107.71,East,215.42
104,2024-10-10,271,9,1,42.32,West,42.32
105,2022-08-15,51,1,5,208.04,North,1040.2
106,2024-04-01,489,5,5,104.31,East,521.55
107,2024-05-20,198,7,5,40.27,South,201.35000000000002
108,2023-02-09,23,18,2,378.84,West,757.68
109,2022-07-21,665,40,3,282.98,North,848.94
110,2022-02-07,223,24,2,37.94,East,75.88
111,2024-07-30,942,26,3,239.33,South,717.99
112,2022-07-07,221,10,1,29.03,South,29.03
113,2024-12-16,663,40,1,183.61,East,183.61
114,2024-07-29,266,44,1,188.01,West,188.01
115,2024-11-09,73,48,3,413.26,North,1239.78
116,2022-09-30,881,12,1,370.29,East,370.29
117,2023-08-06,77,22,2,449.5,East,899.0
118,2023-05-31,544,27,3,78.85,South,236.54999999999998
119,2023-06-10,881,3,5,271.54,East,1357.7
120,2022-12-02,435,18,3,19.89,West,59.67
121,2023-11-29,937,5,2,414.51,South,829.02
122,2024-12-14,65,14,2,189.62,East,379.24
123,2023-05-15,961,25,2,43.96,East,87.92
124,2024-06-18,357,31,1,169.08,West,169.08
125,2024-02-05,936,21,5,150.59,North,752.95
126,2023-06-20,18,48,5,385.34,North,1926.6999999999998
127,2022-06-11,676,38,4,72.04,North,288.16
128,2023-08-17,799,48,2,282.33,South,564.66
129,2022-06-08,566,20,1,399.02,North,399.02
130,2022-03-01,575,14,3,372.37,North,1117.1100000000001
131,2024-07-03,769,20,1,468.59,South,468.59
132,2022-07-30,751,37,2,10.31,East,20.62
133,2023-02-10,436,46,1,183.36,South,183.36
134,2023-10-26,996,30,2,191.1,North,382.2
135,2023-06-26,441,43,3,26.32,South,78.96000000000001
136,2024-09-24,9,41,3,410.46,South,1231.3799999999999
137,2024-07-15,470,20,5,347.56,North,1737.8
138,2024-05-17,632,7,4,268.76,East,1075.04
139,2022-01-19,348,5,1,208.46,North,208.46
140,2023-03-08,602,31,4,448.75,South,1795.0
141,2024-01-10,372,29,1,139.59,North,139.59
142,2022-07-02,970,15,5,173.93,East,869.6500000000001
143,2022-04-23,824,25,5,476.79,West,2383.9500000000003
144,2023-04-26,175,13,3,41.67,South,125.01
145,2024-04-10,515,44,3,392.5,East,1177.5
146,2024-02-02,130,24,3,361.85,North,1085.5500000000002
147,2023-04-21,566,15,1,451.93,North,451.93
148,2024-02-02,293,24,4,54.38,West,217.52
149,2024-08-28,696,26,4,485.52,South,1942.08
150,2024-10-16,927,19,3,24.13,North,72.39
151,2022-06-10,353,24,5,175.47,East,877.35
152,2023-02-05,224,19,4,51.56,South,206.24
153,2022-07-17,524,42,5,35.08,West,175.39999999999998
154,2023-10-22,954,17,3,482.71,East,1448.1299999999999
155,2024-12-06,707,48,1,362.64,West,362.64
156,2023-02-03,759,5,2,257.79,East,515.58
157,2022-03-19,509,4,4,63.01,South,252.04
158,2022-05-04,368,22,3,267.75,East,803.25
159,2022-03-16,666,10,3,166.83,South,500.49
160,2022-05-17,590,21,4,143.08,South,572.32
161,2023-08-25,652,25,2,312.87,East,625.74
162,2024-04-16,500,6,1,397.55,East,397.55
163,2023-05-15,90,30,4,227.2,South,908.8
164,2022-05-18,656,29,1,251.72,North,251.72
165,2022-02-19,949,11,3,329.2,North,987.5999999999999
166,2024-08-30,72,11,4,71.07,East,284.28
167,2022-09-11,433,48,1,416.02,North,416.02
168,2023-12-11,689,46,5,420.1,North,2100.5
169,2023-07-17,348,27,5,275.11,South,1375.5500000000002
170,2024-01-27,263,19,5,101.9,South,509.5
171,2023-07-01,271,22,1,255.37,North,255.37
172,2024-07-10,509,28,5,61.91,West,309.54999999999995
173,2023-08-04,508,4,3,384.01,East,1152.03
174,2022-02-18,617,37,1,162.47,West,162.47
175,2024-07-05,420,19,3,162.44,West,487.32
176,2023-12-05,72,17,2,473.07,West,946.14
177,2022-09-18,74,50,1,216.71,North,216.71
178,2022-12-22,655,40,5,396.89,South,1984.4499999999998
179,2023-09-30,503,36,5,322.21,North,1611.05
180,2024-01-13,574,23,2,164.93,West,329.86
181,2024-10-06,146,50,4,70.66,North,282.64
182,2024-07-19,46,28,2,400.89,East,801.78
183,2023-10-03,741,11,5,383.63,West,1918.15
184,2024-03-02,105,14,5,92.89,North,464.45
185,2023-09-04,109,13,4,132.07,South,528.28
186,2024-03-19,317,24,2,385.46,West,770.92
187,2023-11-17,121,16,3,491.98,South,1475.94
188,2022-07-07,499,28,2,423.38,East,846.76
189,2024-09-11,43,30,3,345.23,East,1035.69
190,2023-07-02,940,44,5,458.56,North,2292.8
191,2023-12-26,99,41,5,149.77,North,748.85
192,2024-07-14,706,39,2,14.73,East,29.46
193,2024-05-25,311,42,5,167.27,West,836.35
194,2023-09-10,214,27,4,486.25,West,1945.0
195,2023-02-18,463,17,1,442.17,West,442.17
196,2024-06-21,741,50,3,34.67,East,104.01
197,2022-06-12,423,26,5,255.96,South,1279.8
198,2022-09-27,996,7,3,48.71,South,146.13
199,2023-09-24,389,35,2,396.63,West,793.26
200,2024-06-24,697,15,4,192.58,North,770.32
201,2022-07-24,112,16,3,456.85,North,1370.5500000000002
202,2023-08-05,911,21,5,36.68,East,183.4
203,2024-04-20,859,17,1,369.66,North,369.66
204,2023-08-19,272,45,4,205.69,East,822.76
205,2022-09-07,825,26,2,141.43,East,282.86
206,2024-05-24,996,35,5,263.55,North,1317.75
207,2022-07-15,102,20,4,247.89,North,991.56
208,2023-11-21,210,20,5,180.92,West,904.5999999999999
209,2024-12-29,739,23,2,327.94,West,655.88
210,2023-10-01,793,5,2,334.04,North,668.08
211,2023-11-03,22,9,1,47.8,West,47.8
212,2024-08-01,760,23,4,301.75,West,1207.0
213,2022-07-18,159,18,1,358.26,South,358.26
214,2023-05-07,891,29,1,47.19,West,47.19
215,2024-06-14,741,11,1,332.97,West,332.97
216,2022-05-22,930,43,3,403.95,West,1211.85
217,2022-06-14,343,48,2,417.65,South,835.3
218,2022-11-10,400,8,1,30.41,West,30.41
219,2022-01-21,454,27,3,351.73,South,1055.19
220,2024-09-10,699,2,3,400.52,West,1201.56
221,2022-11-01,143,23,3,204.44,East,613.3199999999999
222,2023-01-06,850,21,1,275.99,East,275.99
223,2024-05-02,870,10,3,139.91,West,419.73
224,2023-01-19,397,38,1,162.02,South,162.02
225,2023-03-21,536,4,4,255.79,North,1023.16
226,2023-03-01,141,21,2,84.06,East,168.12
227,2022-06-10,961,37,5,191.55,North,957.75
228,2023-09-21,240,43,1,157.7,North,157.7
229,2024-06-13,292,12,2,126.74,East,253.48
230,2023-05-05,817,48,1,247.11,East,247.11
231,2024-10-13,82,46,4,420.95,North,1683.8
232,2022-11-23,560,14,2,128.71,South,257.42
233,2023-08-21,865,20,2,333.27,East,666.54
234,2024-10-11,870,47,3,134.55,West,403.65000000000003
235,2022-10-16,171,8,1,79.62,East,79.62
236,2023-08-16,774,27,1,472.23,West,472.23
237,2023-07-27,977,37,5,320.29,East,1601.45
238,2022-01-28,580,41,3,61.25,West,183.75
239,2024-08-11,526,21,3,320.0,West,960.0
240,2022-02-12,542,48,5,96.41,South,482.04999999999995
241,2023-02-27,110,35,3,445.02,South,1335.06
242,2022-06-26,212,44,3,131.26,North,393.78
243,2023-06-13,776,39,4,405.33,East,1621.32
244,2024-08-23,438,49,2,107.61,East,215.22
245,2022-07-17,322,15,5,283.56,East,1417.8
246,2023-09-02,997,47,4,457.04,South,1828.16
247,2024-04-21,900,12,4,155.04,East,620.16
248,2024-05-02,714,34,4,49.88,East,199.52
249,2022-01-22,84,8,3,280.77,North,842.31
250,2024-12-16,956,37,5,94.44,South,472.2
251,2024-12-25,376,30,3,366.89,North,1100.67
252,2024-04-21,53,3,3,299.5,East,898.5
253,2022-04-08,867,30,4,179.72,North,718.88
254,2023-03-11,496,29,1,355.77,East,355.77
255,2023-09-29,256,1,5,126.88,East,634.4
256,2023-08-11,586,16,5,459.35,North,2296.75
257,2022-12-10,220,42,4,179.98,North,719.92
258,2023-07-25,655,31,4,383.85,West,1535.4
259,2023-09-03,100,10,2,136.67,East,273.34
260,2022-08-31,129,30,4,360.26,West,1441.04
261,2023-07-15,918,43,3,25.45,South,76.35
262,2024-08-17,219,26,4,154.8,West,619.2
263,2022-02-01,477,12,5,55.52,South,277.6
264,2023-01-26,783,40,1,231.1,West,231.1
265,2022-10-04,458,5,1,223.2,West,223.2
266,2023-06-16,980,9,3,185.91,West,557.73
267,2023-01-18,22,11,1,490.77,North,490.77
268,2024-12-27,690,47,4,129.6,South,518.4
269,2024-06-02,560,23,1,397.62,West,397.62
270,2022-08-02,629,17,4,229.25,West,917.0
271,2023-01-11,329,43,2,174.06,South,348.12
272,2024-01-14,888,13,5,109.7,West,548.5
273,2022-08-01,691,17,3,320.37,East,961.11
274,2022-03-20,480,23,2,173.5,North,347.0
275,2023-09-20,785,39,1,408.33,North,408.33
276,2023-08-27,874,9,3,484.55,North,1453.65
277,2024-02-21,339,18,4,121.29,West,485.16
278,2024-09-27,872,18,2,73.05,North,146.1
279,2023-11-11,859,30,5,164.6,East,823.0
280,2022-02-27,179,42,5,238.88,East,1194.4
281,2024-11-15,421,44,2,157.47,South,314.94
282,2024-05-30,482,26,2,485.53,West,971.06
283,2023-03-23,49,18,2,391.81,North,783.62
284,2022-03-07,827,21,1,483.41,East,483.41
285,2024-12-03,906,41,5,192.89,East,964.4499999999999
286,2024-10-08,767,41,5,159.29,West,796.4499999999999
287,2022-08-15,30,42,1,209.61,North,209.61
288,2024-02-13,85,33,3,266.19,South,798.5699999999999
289,2023-11-10,789,43,5,373.36,South,1866.8000000000002
290,2023-08-24,502,14,3,441.74,West,1325.22
291,2023-01-14,546,10,3,236.96,East,710.88
292,2023-12-10,329,28,3,151.7,East,455.09999999999997
293,2022-11-03,610,14,5,166.23,West,831.15
294,2024-02-18,434,19,4,351.5,West,1406.0
295,2023-05-19,588,26,3,288.1,West,864.3000000000001
296,2022-09-25,687,10,4,248.38,North,993.52
297,2022-01-08,853,17,1,109.36,North,109.36
298,2023-05-23,249,34,4,438.97,South,1755.88
299,2023-04-21,852,14,4,392.7,West,1570.8
300,2022-06-13,134,26,2,78.91,West,157.82
301,2023-04-30,690,50,3,190.02,East,570.0600000000001
302,2024-12-31,365,34,5,275.64,South,1378.1999999999998
303,2023-07-21,740,19,2,232.63,South,465.26
304,2024-06-23,575,24,4,204.92,West,819.68
305,2023-07-13,780,31,1,362.23,South,362.23
306,2022-08-26,425,40,5,36.71,South,183.55
307,2023-07-08,415,6,1,240.99,East,240.99
308,2024-04-07,770,20,4,138.47,South,553.88
309,2023-04-13,656,39,1,51.46,West,51.46
310,2023-01-21,512,45,2,237.79,East,475.58
311,2024-02-14,385,34,1,93.97,West,93.97
312,2024-04-27,388,22,2,136.53,East,273.06
313,2023-01-22,815,7,3,258.43,North,775.29
314,2024-05-26,449,33,5,487.12,West,2435.6
315,2022-09-16,564,6,1,345.28,South,345.28
316,2022-10-10,303,16,2,147.01,South,294.02
317,2022-02-09,99,8,4,197.38,East,789.52
318,2023-05-01,973,45,4,209.01,South,836.04
319,2024-07-17,306,23,2,85.28,South,170.56
320,2022-08-08,557,18,5,88.72,South,443.6
321,2024-10-11,42,14,3,82.71,North,248.13
322,2024-10-20,991,50,3,265.62,West,796.86
323,2023-09-05,468,36,5,340.35,East,1701.75
324,2024-07-16,440,15,1,299.45,East,299.45
325,2023-11-19,327,5,2,489.11,West,978.22
326,2023-09-05,569,46,3,71.68,North,215.04000000000002
327,2022-09-17,1000,48,5,493.37,West,2466.85
328,2024-09-16,33,15,3,238.67,East,716.01
329,2024-08-23,412,11,3,117.13,South,351.39
330,2023-01-01,626,2,1,472.21,South,472.21
331,2023-06-28,812,23,3,239.62,South,718.86
332,2023-10-11,114,24,2,180.2,North,360.4
333,2024-03-24,508,18,5,114.77,North,573.85
334,2024-11-05,56,4,1,141.26,North,141.26
335,2023-07-29,556,15,1,489.82,South,489.82
336,2024-10-09,724,12,5,158.95,East,794.75
337,2023-11-01,352,3,2,489.12,North,978.24
338,2022-09-26,329,32,3,171.81,West,515.4300000000001
339,2024-07-12,546,36,3,123.4,South,370.20000000000005
340,2022-09-04,270,21,2,99.85,South,199.7
341,2022-05-11,196,48,4,211.81,South,847.24
342,2022-12-19,413,6,5,126.04,South,630.2
343,2022-07-15,637,2,2,351.5,East,703.0
344,2024-07-18,79,9,3,127.49,South,382.46999999999997
345,2024-10-18,767,12,5,419.34,South,2096.7
346,2023-10-07,657,44,5,418.67,East,2093.35
347,2022-08-15,83,24,3,149.91,West,449.73
348,2023-12-02,742,14,2,379.23,West,758.46
349,2022-09-22,137,49,4,430.2,East,1720.8
350,2023-10-08,539,41,5,299.17,South,1495.8500000000001
351,2022-07-30,689,12,5,189.5,North,947.5
352,2024-07-31,719,27,5,226.07,North,1130.35
353,2023-04-02,933,10,2,395.25,South,790.5
354,2023-12-26,924,43,5,153.73,East,768.65
355,2024-09-08,306,2,3,173.89,South,521.67
356,2023-08-11,311,31,3,88.78,South,266.34000000000003
357,2023-04-21,388,28,1,205.54,East,205.54
358,2024-09-12,725,16,5,52.39,East,261.95
359,2022-06-05,866,1,4,167.31,North,669.24
360,2022-07-09,915,22,1,193.0,North,193.0
361,2024-09-07,549,1,5,135.18,South,675.9000000000001
362,2023-06-30,506,31,5,59.67,East,298.35
363,2022-02-10,388,22,2,265.62,West,531.24
364,2022-11-03,293,34,2,433.89,South,867.78
365,2024-07-31,179,12,3,174.47,West,523.41
366,2022-12-04,672,23,1,126.03,South,126.03
367,2024-08-10,429,28,1,149.67,East,149.67
368,2022-10-06,880,50,1,432.32,North,432.32
369,2024-06-14,524,12,3,268.63,South,805.89
370,2022-09-30,681,27,4,74.09,East,296.36
371,2024-04-16,312,23,4,357.52,North,1430.08
372,2023-09-12,80,1,4,85.64,North,342.56
373,2024-05-11,14,43,1,39.52,East,39.52
374,2024-07-19,54,2,5,135.29,East,676.4499999999999
375,2022-10-16,447,44,1,92.36,East,92.36
376,2023-12-25,766,31,5,306.45,West,1532.25
377,2024-06-11,65,2,2,247.44,West,494.88
378,2022-09-29,372,49,3,364.79,South,1094.3700000000001
379,2024-12-25,503,25,4,260.67,South,1042.68
380,2023-04-28,570,38,1,215.31,East,215.31
381,2024-07-24,96,48,1,267.85,South,267.85
382,2022-09-05,533,19,2,222.9,South,445.8
383,2022-06-05,260,28,5,28.17,West,140.85000000000002
384,2024-12-06,585,6,4,343.54,East,1374.16
385,2023-03-30,248,39,3,481.44,South,1444.32
386,2022-07-20,127,19,5,216.8,East,1084.0
387,2022-05-04,499,17,5,217.63,South,1088.15
388,2022-01-01,46,6,4,32.43,West,129.72
389,2024-08-25,982,15,3,446.29,East,1338.8700000000001
390,2024-05-04,268,22,4,465.27,South,1861.08
391,2023-10-02,640,41,4,408.44,North,1633.76
392,2022-07-10,542,34,1,62.11,West,62.11
393,2023-05-31,94,5,3,451.11,North,1353.33
394,2023-03-18,736,23,5,21.74,East,108.69999999999999
395,2022-05-23,316,5,4,227.84,West,911.36
396,2023-06-17,612,44,2,255.31,West,510.62
397,2022-08-15,71,10,3,418.66,South,1255.98
398,2024-08-06,593,4,2,377.92,East,755.84
399,2023-04-05,449,12,5,400.58,North,2002.8999999999999
400,2023-07-05,910,47,3,435.27,North,1305.81
401,2023-01-28,367,10,1,243.27,North,243.27
402,2024-04-24,812,30,3,392.32,West,1176.96
403,2022-07-29,620,50,5,43.34,North,216.70000000000002
404,2023-10-08,614,24,1,227.83,West,227.83
405,2022-08-07,410,5,5,24.77,North,123.85
406,2023-02-11,91,13,3,458.5,South,1375.5
407,2024-06-06,509,36,5,479.62,East,2398.1
408,2023-07-12,877,9,3,51.13,East,153.39000000000001
409,2023-07-04,528,18,1,270.99,South,270.99
410,2022-05-22,110,35,3,169.32,South,507.96
411,2023-09-04,775,31,5,177.84,West,889.2
412,2023-05-16,672,24,5,230.84,East,1154.2
413,2024-04-19,765,43,5,71.28,North,356.4
414,2023-12-03,89,4,2,98.58,South,197.16
415,2023-08-19,607,41,2,292.91,South,585.82
416,2022-10-08,272,26,2,19.19,West,38.38
417,2023-02-28,247,44,4,303.9,West,1215.6
418,2024-05-05,361,42,3,166.27,East,498.81000000000006
419,2022-09-27,378,10,2,417.78,North,835.56
420,2022-06-03,206,41,5,304.0,South,1520.0
421,2023-09-06,345,42,5,356.96,South,1784.8
422,2023-10-24,830,9,2,66.07,West,132.14
423,2022-03-24,798,1,2,140.27,North,280.54
424,2024-08-04,760,16,5,498.37,South,2491.85
425,2024-06-17,455,46,2,222.49,East,444.98
426,2022-10-11,908,13,4,185.84,West,743.36
427,2024-09-06,67,38,4,438.19,West,1752.76
428,2022-06-22,987,14,4,26.21,East,104.84
429,2024-12-22,558,40,1,272.04,West,272.04
430,2024-02-02,979,23,4,113.03,West,452.12
431,2023-09-25,43,18,5,190.39,North,951.9499999999999
432,2024-02-26,229,28,1,107.89,East,107.89
433,2024-07-31,951,20,5,28.53,South,142.65
434,2024-10-08,813,1,5,214.09,West,1070.45
435,2023-02-02,444,12,2,396.71,East,793.42
436,2024-07-22,234,27,3,476.46,North,1429.3799999999999
437,2023-11-07,199,43,4,315.69,East,1262.76
438,2024-07-24,497,13,3,200.53,South,601.59
439,2023-04-10,848,4,3,387.23,South,1161.69
440,2022-10-13,32,25,2,257.56,West,515.12
441,2022-09-22,264,6,3,190.13,East,570.39
442,2022-11-16,113,45,4,97.75,West,391.0
443,2023-11-04,973,22,1,400.1,North,400.1
444,2024-03-30,830,45,5,255.21,North,1276.05
445,2022-03-30,459,38,4,482.26,West,1929.04
446,2024-03-31,276,36,2,402.94,East,805.88
447,2024-09-27,146,3,1,215.81,North,215.81
448,2022-11-30,357,15,2,373.02,South,746.04
449,2022-08-10,6,11,4,232.16,West,928.64
450,2022-02-10,340,34,5,49.13,North,245.65
451,2022-03-09,992,27,3,263.17,East,789.51
452,2024-09-14,494,23,3,434.21,South,1302.6299999999999
453,2023-05-29,108,17,2,429.17,West,858.34
454,2023-11-26,925,23,1,291.73,South,291.73
455,2024-11-05,772,34,5,196.21,West,981.0500000000001
456,2023-04-22,71,21,2,14.95,West,29.9
457,2024-12-21,939,33,5,162.59,East,812.95
458,2024-05-30,340,5,2,495.01,North,990.02
459,2023-03-08,674,17,1,365.98,North,365.98
460,2022-09-25,100,1,4,361.62,West,1446.48
461,2024-11-24,327,7,3,382.93,South,1148.79
462,2024-02-18,33,3,5,313.86,South,1569.3000000000002
463,2023-05-09,143,26,5,297.07,East,1485.35
464,2023-10-23,244,16,1,232.27,North,232.27
465,2024-10-09,736,16,5,227.53,South,1137.65
466,2024-11-24,726,44,4,436.72,North,1746.88
467,2024-09-03,632,41,4,202.79,East,811.16
468,2023-04-27,680,14,1,421.74,West,421.74
469,2023-12-29,861,44,2,420.49,South,840.98
470,2023-04-25,217,26,2,387.74,East,775.48
471,2024-12-24,901,27,5,28.44,North,142.20000000000002
472,2024-10-28,974,48,5,82.51,North,412.55
473,2022-12-09,434,17,1,164.21,West,164.21
474,2022-11-28,867,44,4,425.29,West,1701.16
475,2023-03-14,834,4,1,437.9,South,437.9
476,2022-06-23,729,17,2,30.36,South,60.72
477,2023-07-13,54,33,4,169.12,East,676.48
478,2023-06-11,720,30,5,426.69,South,2133.45
479,2023-10-21,942,21,2,132.35,West,264.7
480,2022-01-26,592,17,3,488.24,North,1464.72
481,2024-03-30,907,11,2,249.76,West,499.52
482,2023-08-28,892,30,4,469.28,South,1877.12
483,2023-02-10,945,18,4,220.12,North,880.48
484,2022-08-20,995,20,1,168.66,West,168.66
485,2023-06-17,151,34,4,187.58,South,750.32
486,2023-05-20,55,41,3,443.31,West,1329.93
487,2022-06-28,517,28,3,172.04,West,516.12
488,2022-05-12,448,9,4,337.98,West,1351.92
489,2022-12-14,35,44,5,240.22,West,1201.1
490,2023-06-24,861,31,4,471.42,West,1885.68
491,2024-02-11,119,45,5,88.09,West,440.45000000000005
492,2022-03-17,197,16,4,220.04,West,880.16
493,2023-08-02,566,31,2,71.07,West,142.14
494,2024-05-03,771,29,4,293.29,East,1173.16
495,2022-07-13,774,13,2,207.42,West,414.84
496,2022-12-13,855,23,5,39.86,West,199.3
497,2024-08-08,878,14,4,426.42,East,1705.68
498,2022-08-02,824,39,5,194.0,North,970.0
499,2023-07-27,514,2,3,251.88,East,755.64
500,2024-02-19,594,12,1,209.68,South,209.68
501,2022-09-19,862,28,5,249.44,North,1247.2
502,2023-12-31,422,32,2,18.0,South,36.0
503,2022-10-10,952,49,1,409.58,North,409.58
504,2022-12-28,517,24,4,172.83,West,691.32
505,2023-03-17,686,37,2,364.99,North,729.98
506,2022-04-03,139,29,1,41.79,West,41.79
507,2024-01-23,705,42,1,266.67,North,266.67
508,2024-05-16,650,18,5,455.31,West,2276.55
509,2022-05-22,809,3,4,205.14,East,820.56
510,2024-01-19,628,13,4,106.66,East,426.64
511,2023-10-15,44,13,4,58.55,East,234.2
512,2023-12-02,858,42,5,430.95,North,2154.75
513,2024-09-24,801,29,5,127.02,West,635.1
514,2022-02-18,219,2,4,487.78,West,1951.12
515,2024-05-30,568,28,1,131.43,West,131.43
516,2023-07-09,754,48,4,245.69,East,982.76
517,2023-02-08,908,4,5,234.42,East,1172.1
518,2024-06-10,258,5,4,40.38,North,161.52
519,2024-05-14,513,39,5,270.6,East,1353.0
520,2023-08-25,961,41,4,339.59,North,1358.36
521,2022-12-07,377,5,1,373.65,East,373.65
522,2023-12-05,893,8,1,266.07,North,266.07
523,2022-11-14,289,34,5,408.17,North,2040.8500000000001
524,2023-09-10,470,25,5,378.53,North,1892.6499999999999
525,2023-01-17,972,27,2,105.05,East,210.1
526,2022-08-21,103,7,3,206.78,North,620.34
527,2024-03-27,804,36,2,79.87,North,159.74
528,2023-07-07,149,32,5,75.38,South,376.9
529,2024-05-05,84,21,5,358.94,South,1794.7
530,2024-03-29,932,47,4,269.92,North,1079.68
531,2022-07-02,26,18,2,304.47,North,608.94
532,2024-11-30,175,2,3,368.77,East,1106.31
533,2023-02-01,735,46,2,145.85,West,291.7
534,2024-02-18,641,42,1,206.67,East,206.67
535,2024-06-25,422,5,1,307.33,North,307.33
536,2022-05-07,654,44,2,57.35,East,114.7
537,2022-01-01,346,42,2,418.2,East,836.4
538,2022-01-19,302,50,5,178.29,North,891.4499999999999
539,2023-08-07,298,38,4,332.79,East,1331.16
540,2023-04-01,135,28,1,497.83,West,497.83
541,2024-08-14,55,31,3,242.93,South,728.79
542,2023-03-21,56,44,4,115.37,West,461.48
