customer_id,customer_type,city
148,B2B,Berlin
149,B2C,Frankfurt
150,B2B,Munich
151,B2B,Frankfurt
152,B2C,Berlin
153,B2C,Frankfurt
154,B2B,Hamburg
155,B2C,Cologne
156,B2B,Munich
157,B2B,Cologne
158,B2C,Frankfurt
159,B2C,Munich
160,B2C,Frankfurt
161,B2B,Hamburg
162,B2C,Berlin
163,B2C,Munich
164,B2C,Hamburg
165,B2C,Hamburg
166,B2B,Munich
167,B2B,Frankfurt
168,B2B,Hamburg
169,B2C,Cologne
170,B2C,Hamburg
171,B2B,Frankfurt
172,B2B,Frankfurt
173,B2B,Cologne
174,B2B,Hamburg
175,B2C,Frankfurt
176,B2B,Munich
177,B2B,Berlin
178,B2B,Berlin
179,B2B,Berlin
180,B2B,Hamburg
181,B2C,Cologne
182,B2C,Frankfurt
183,B2B,Munich
184,B2B,Munich
185,B2B,Hamburg
186,B2B,Berlin
187,B2B,Hamburg
188,B2B,Cologne
189,B2C,Cologne
190,B2B,Frankfurt
191,B2C,Frankfurt
192,B2B,Cologne
193,B2B,Cologne
194,B2B,Cologne
195,B2B,Hamburg
196,B2C,Cologne
197,B2B,Munich
198,B2B,Berlin
199,B2B,Cologne
200,B2C,Berlin
201,B2B,Hamburg
202,B2C,Berlin
203,B2B,Hamburg
204,B2B,Munich
205,B2C,Hamburg
206,B2C,Hamburg
207,B2C,Frankfurt
208,B2B,Cologne
209,B2B,Cologne
210,B2B,Munich
211,B2C,Munich
212,B2B,Cologne
213,B2B,Frankfurt
214,B2B,Cologne
215,B2B,Frankfurt
216,B2B,Munich
217,B2B,Berlin
218,B2B,Munich
219,B2C,Munich
220,B2C,Hamburg
221,B2B,Hamburg
222,B2B,Hamburg
223,B2B,Hamburg
224,B2B,Frankfurt
225,B2B,Cologne
226,B2B,Berlin
227,B2B,Munich
228,B2C,Frankfurt
229,B2B,Berlin
230,B2C,Frankfurt
231,B2B,Frankfurt
232,B2B,Munich
233,B2B,Cologne
234,B2B,Hamburg
235,B2B,Cologne
236,B2B,Munich
237,B2B,Munich
238,B2B,Munich
239,B2B,Berlin
240,B2B,Cologne
241,B2B,Cologne
242,B2B,Frankfurt
243,B2C,Frankfurt
244,B2B,Frankfurt
245,B2B,Munich
246,B2B,Cologne
247,B2B,Munich
248,B2B,Berlin
249,B2B,Frankfurt
250,B2C,Munich
251,B2C,Munich
252,B2C,Berlin
253,B2B,Hamburg
254,B2B,Cologne
255,B2B,Hamburg
256,B2B,Frankfurt
257,B2B,Munich
258,B2C,Berlin
259,B2B,Berlin
260,B2C,Cologne
261,B2B,Hamburg
262,B2C,Cologne
263,B2B,Munich
264,B2B,Cologne
265,B2B,Berlin
266,B2B,Berlin
267,B2B,Frankfurt
268,B2C,Frankfurt
269,B2C,Munich
270,B2B,Hamburg
271,B2B,Cologne
272,B2B,Munich
273,B2C,Frankfurt
274,B2B,Cologne
275,B2B,Frankfurt
276,B2B,Cologne
277,B2B,Hamburg
278,B2B,Munich
279,B2B,Cologne
280,B2C,Berlin
281,B2B,Berlin
282,B2B,Cologne
283,B2B,Cologne
284,B2B,Cologne
285,B2C,Berlin
286,B2B,Berlin
287,B2B,Cologne
288,B2B,Frankfurt
289,B2B,Frankfurt
290,B2C,Hamburg
291,B2B,Munich
292,B2B,Frankfurt
293,B2B,Berlin
294,B2B,Frankfurt
295,B2B,Hamburg
296,B2B,Hamburg
297,B2B,Munich
298,B2B,Frankfurt
299,B2C,Berlin
300,B2B,Berlin
301,B2B,Cologne
302,B2C,Berlin
303,B2C,Munich
304,B2B,Munich
305,B2B,Berlin
306,B2B,Berlin
307,B2B,Cologne
308,B2C,Berlin
309,B2C,Cologne
310,B2B,Cologne
311,B2B,Berlin
312,B2C,Hamburg
313,B2B,Hamburg
314,B2B,Cologne
315,B2B,Berlin
316,B2B,Hamburg
317,B2C,Berlin
318,B2C,Berlin
319,B2C,Berlin
320,B2B,Frankfurt
321,B2C,Berlin
322,B2B,Frankfurt
323,B2B,Cologne
324,B2B,Hamburg
325,B2C,Hamburg
326,B2C,Hamburg
327,B2B,Hamburg
328,B2C,Hamburg
329,B2B,Hamburg
330,B2B,Hamburg
331,B2B,Cologne
332,B2B,Berlin
333,B2B,Munich
334,B2B,Frankfurt
335,B2B,Munich
336,B2B,Munich
337,B2B,Berlin
338,B2B,Berlin
339,B2B,Berlin
340,B2B,Hamburg
341,B2B,Cologne
342,B2B,Hamburg
343,B2B,Cologne
344,B2B,Cologne
345,B2C,Munich
346,B2B,Munich
347,B2B,Cologne
348,B2C,Cologne
349,B2B,Hamburg
350,B2B,Hamburg
351,B2B,Munich
352,B2B,Berlin
353,B2C,Cologne
354,B2B,Hamburg
355,B2B,Munich
356,B2B,Hamburg
357,B2C,Cologne
358,B2B,Cologne
359,B2B,Frankfurt
360,B2B,Berlin
361,B2C,Frankfurt
362,B2B,Munich
363,B2B,Hamburg
364,B2B,Munich
365,B2B,Cologne
366,B2B,Frankfurt
367,B2B,Frankfurt
368,B2B,Frankfurt
369,B2B,Munich
370,B2C,Cologne
371,B2C,Hamburg
372,B2B,Hamburg
373,B2C,Munich
374,B2B,Frankfurt
375,B2B,Berlin
376,B2B,Munich
377,B2B,Munich
378,B2B,Cologne
379,B2B,Hamburg
380,B2B,Munich
381,B2B,Munich
382,B2C,Frankfurt
383,B2C,Frankfurt
384,B2B,Berlin
385,B2C,Cologne
386,B2C,Berlin
387,B2C,Frankfurt
388,B2B,Hamburg
389,B2C,Frankfurt
390,B2B,Cologne
391,B2C,Frankfurt
392,B2C,Cologne
393,B2B,Cologne
394,B2C,Cologne
395,B2C,Cologne
396,B2C,Cologne
397,B2B,Hamburg
398,B2B,Berlin
399,B2B,Munich
400,B2C,Berlin
401,B2B,Cologne
402,B2B,Hamburg
403,B2B,Frankfurt
404,B2B,Hamburg
405,B2C,Cologne
406,B2C,Hamburg
407,B2B,Hamburg
408,B2C,Cologne
409,B2B,Hamburg
410,B2B,Munich
411,B2C,Munich
412,B2B,Hamburg
413,B2B,Frankfurt
414,B2C,Cologne
415,B2B,Munich
416,B2B,Frankfurt
417,B2B,Hamburg
418,B2B,Frankfurt
419,B2B,Berlin
420,B2B,Munich
421,B2C,Hamburg
422,B2C,Cologne
423,B2C,Hamburg
424,B2C,Cologne
425,B2B,Hamburg
426,B2B,Frankfurt
427,B2B,Frankfurt
428,B2B,Frankfurt
429,B2B,Berlin
430,B2B,Cologne
431,B2B,Frankfurt
432,B2C,Berlin
433,B2C,Cologne
434,B2B,Hamburg
435,B2B,Berlin
436,B2B,Munich
437,B2C,Berlin
438,B2C,Berlin
439,B2B,Cologne
440,B2B,Hamburg
441,B2B,Munich
442,B2B,Frankfurt
443,B2B,Frankfurt
444,B2B,Berlin
445,B2C,Cologne
446,B2B,Cologne
447,B2B,Frankfurt
448,B2C,Munich
449,B2C,Hamburg
450,B2C,Munich
451,B2B,Hamburg
452,B2B,Frankfurt
453,B2B,Hamburg
454,B2B,Cologne
455,B2B,Berlin
456,B2B,Berlin
457,B2B,Frankfurt
458,B2B,Cologne
459,B2B,Munich
460,B2B,Cologne
461,B2B,Berlin
462,B2B,Berlin
463,B2B,Cologne
464,B2B,Cologne
465,B2B,Berlin
466,B2B,Munich
467,B2B,Frankfurt
468,B2B,Frankfurt
469,B2B,Cologne
470,B2C,Frankfurt
471,B2B,Berlin
472,B2B,Berlin
473,B2C,Cologne
474,B2B,Cologne
475,B2C,Cologne
476,B2B,Munich
477,B2B,Frankfurt
478,B2B,Cologne
479,B2C,Hamburg
480,B2B,Hamburg
481,B2C,Berlin
482,B2B,Frankfurt
483,B2C,Cologne
484,B2B,Hamburg
485,B2C,Frankfurt
486,B2B,Berlin
487,B2B,Munich
488,B2B,Frankfurt
489,B2B,Frankfurt
490,B2B,Munich
491,B2B,Frankfurt
492,B2B,Berlin
493,B2B,Berlin
494,B2C,Munich
495,B2C,Cologne
496,B2B,Hamburg
497,B2C,Cologne
498,B2C,Frankfurt
499,B2B,Hamburg
500,B2B,Munich
501,B2B,Munich
502,B2B,Hamburg
503,B2B,Berlin
504,B2B,Hamburg
505,B2C,Frankfurt
506,B2C,Berlin
507,B2B,Munich
508,B2B,Hamburg
509,B2B,Cologne
510,B2B,Cologne
511,B2B,Frankfurt
512,B2C,Cologne
513,B2B,Hamburg
514,B2C,Hamburg
515,B2C,Cologne
516,B2B,Hamburg
517,B2C,Frankfurt
518,B2B,Berlin
519,B2B,Frankfurt
520,B2B,Frankfurt
521,B2C,Hamburg
522,B2B,Berlin
523,B2C,Hamburg
524,B2C,Munich
525,B2B,Hamburg
526,B2C,Hamburg
527,B2B,Hamburg
528,B2B,Berlin
529,B2B,Hamburg
530,B2B,Berlin
531,B2C,Cologne
532,B2B,Munich
533,B2B,Berlin
534,B2C,Cologne
535,B2B,Berlin
536,B2B,Berlin
537,B2B,Munich
538,B2C,Frankfurt
539,B2B,Frankfurt
540,B2C,Berlin
541,B2C,Hamburg
542,B2B,Cologne
543,B2B,Hamburg
544,B2B,Hamburg
545,B2B,Berlin
546,B2B,Berlin
547,B2B,Berlin
548,B2B,Berlin
549,B2B,Frankfurt
550,B2B,Berlin
551,B2B,Frankfurt
552,B2B,Frankfurt
553,B2B,Berlin
554,B2B,Munich
555,B2B,Cologne
556,B2B,Hamburg
557,B2C,Frankfurt
558,B2B,Cologne
559,B2C,Munich
560,B2B,Hamburg
561,B2B,Hamburg
562,B2C,Frankfurt
563,B2B,Berlin
564,B2B,Munich
565,B2B,Frankfurt
566,B2B,Munich
567,B2B,Berlin
568,B2B,Berlin
569,B2C,Frankfurt
570,B2B,Berlin
571,B2B,Cologne
572,B2B,Hamburg
573,B2B,Frankfurt
574,B2B,Munich
575,B2B,Cologne
576,B2B,Frankfurt
577,B2B,Berlin
578,B2B,Berlin
579,B2B,Berlin
580,B2C,Berlin
581,B2B,Munich
582,B2B,Cologne
583,B2C,Hamburg
584,B2B,Munich
585,B2C,Munich
586,B2B,Hamburg
587,B2C,Hamburg
588,B2B,Berlin
589,B2C,Munich
590,B2B,Frankfurt
591,B2B,Hamburg
592,B2B,Hamburg
593,B2B,Cologne
594,B2C,Frankfurt
595,B2C,Frankfurt
596,B2B,Hamburg
597,B2C,Berlin
598,B2B,Cologne
599,B2B,Frankfurt
600,B2B,Hamburg
601,B2C,Frankfurt
602,B2B,Cologne
603,B2B,Cologne
604,B2C,Munich
605,B2B,Hamburg
606,B2B,Cologne
607,B2B,Munich
608,B2B,Munich
609,B2B,Frankfurt
610,B2B,Frankfurt
611,B2B,Munich
612,B2B,Frankfurt
613,B2B,Cologne
614,B2C,Berlin
615,B2B,Cologne
616,B2B,Munich
617,B2B,Munich
618,B2B,Cologne
619,B2B,Frankfurt
620,B2C,Frankfurt
621,B2B,Munich
622,B2B,Hamburg
623,B2B,Frankfurt
624,B2B,Cologne
625,B2C,Frankfurt
626,B2B,Cologne
627,B2B,Munich
628,B2B,Frankfurt
629,B2B,Cologne
630,B2C,Munich
631,B2B,Hamburg
632,B2C,Cologne
633,B2B,Hamburg
634,B2C,Hamburg
635,B2B,Berlin
636,B2B,Frankfurt
637,B2B,Cologne
638,B2C,Hamburg
639,B2C,Berlin
640,B2B,Munich
641,B2C,Cologne
642,B2B,Hamburg
643,B2C,Frankfurt
644,B2B,Berlin
645,B2C,Hamburg
646,B2C,Frankfurt
647,B2C,Hamburg
648,B2B,Cologne
649,B2B,Cologne
650,B2C,Cologne
651,B2B,Berlin
652,B2C,Cologne
653,B2C,Frankfurt
654,B2B,Hamburg
655,B2C,Munich
656,B2B,Frankfurt
657,B2C,Frankfurt
658,B2C,Cologne
659,B2B,Berlin
660,B2B,Hamburg
661,B2C,Berlin
662,B2B,Hamburg
663,B2B,Hamburg
664,B2B,Berlin
665,B2B,Frankfurt
666,B2B,Hamburg
667,B2B,Berlin
668,B2B,Hamburg
669,B2B,Munich
670,B2B,Frankfurt
671,B2B,Cologne
672,B2B,Hamburg
673,B2B,Munich
674,B2B,Cologne
675,B2B,Cologne
676,B2C,Hamburg
677,B2B,Berlin
678,B2C,Hamburg
679,B2C,Munich
680,B2B,Cologne
681,B2C,Hamburg
682,B2C,Berlin
683,B2B,Hamburg
684,B2B,Frankfurt
685,B2C,Berlin
686,B2C,Munich
687,B2B,Cologne
688,B2C,Hamburg
689,B2C,Berlin
690,B2C,Frankfurt
691,B2C,Berlin
692,B2C,Frankfurt
693,B2B,Munich
694,B2B,Cologne
695,B2B,Munich
696,B2C,Hamburg
697,B2B,Berlin
698,B2B,Frankfurt
699,B2B,Frankfurt
700,B2B,Berlin
701,B2C,Berlin
702,B2C,Hamburg
703,B2B,Munich
704,B2B,Frankfurt
705,B2B,Hamburg
706,B2B,Munich
707,B2B,Hamburg
708,B2B,Frankfurt
709,B2B,Berlin
710,B2B,Berlin
711,B2B,Munich
712,B2B,Cologne
713,B2B,Munich
714,B2B,Cologne
715,B2C,Hamburg
716,B2B,Hamburg
717,B2B,Frankfurt
718,B2C,Cologne
719,B2B,Frankfurt
720,B2C,Berlin
721,B2B,Cologne
722,B2C,Munich
723,B2C,Berlin
724,B2C,Berlin
725,B2C,Munich
726,B2B,Berlin
727,B2B,Cologne
728,B2C,Frankfurt
729,B2B,Berlin
730,B2C,Cologne
731,B2B,Hamburg
732,B2B,Cologne
733,B2B,Frankfurt
734,B2B,Cologne
735,B2B,Munich
736,B2B,Frankfurt
737,B2B,Hamburg
738,B2B,Munich
739,B2B,Cologne
740,B2C,Frankfurt
741,B2B,Hamburg
742,B2B,Munich
743,B2B,Hamburg
744,B2C,Cologne
745,B2B,Hamburg
746,B2C,Berlin
747,B2C,Munich
748,B2B,Hamburg
749,B2B,Cologne
750,B2B,Cologne
751,B2B,Hamburg
752,B2B,Cologne
753,B2C,Frankfurt
754,B2B,Frankfurt
755,B2B,Frankfurt
756,B2B,Berlin
757,B2C,Hamburg
758,B2B,Berlin
759,B2B,Cologne
760,B2C,Berlin
761,B2C,Cologne
762,B2B,Cologne
763,B2B,Munich
764,B2C,Frankfurt
765,B2B,Cologne
766,B2B,Munich
767,B2B,Frankfurt
768,B2B,Cologne
769,B2C,Cologne
770,B2C,Berlin
771,B2B,Berlin
772,B2B,Frankfurt
773,B2B,Cologne
774,B2B,Hamburg
775,B2C,Berlin
776,B2B,Frankfurt
777,B2B,Cologne
778,B2B,Cologne
779,B2B,Hamburg
780,B2B,Frankfurt
781,B2C,Cologne
782,B2B,Berlin
783,B2C,Hamburg
784,B2B,Frankfurt
785,B2B,Hamburg
786,B2B,Berlin
787,B2C,Frankfurt
788,B2C,Hamburg
789,B2B,Munich
790,B2B,Berlin
791,B2C,Berlin
792,B2B,Berlin
793,B2B,Munich
794,B2C,Munich
795,B2B,Cologne
796,B2B,Hamburg
797,B2B,Cologne
798,B2B,Hamburg
799,B2B,Munich
800,B2C,Munich
801,B2B,Cologne
802,B2B,Frankfurt
803,B2B,Cologne
804,B2B,Hamburg
805,B2C,Cologne
806,B2B,Berlin
807,B2B,Hamburg
808,B2C,Hamburg
809,B2B,Frankfurt
810,B2B,Munich
811,B2B,Hamburg
812,B2B,Munich
813,B2B,Cologne
814,B2B,Berlin
815,B2C,Frankfurt
816,B2B,Munich
817,B2B,Hamburg
818,B2B,Munich
819,B2B,Hamburg
820,B2C,Munich
821,B2B,Hamburg
822,B2B,Cologne
823,B2C,Hamburg
824,B2B,Hamburg
825,B2B,Berlin
826,B2B,Hamburg
827,B2B,Berlin
828,B2C,Frankfurt
829,B2B,Berlin
830,B2B,Cologne
831,B2B,Berlin
832,B2C,Frankfurt
833,B2B,Cologne
834,B2C,Munich
835,B2B,Munich
836,B2C,Berlin
837,B2C,Berlin
838,B2C,Frankfurt
839,B2C,Frankfurt
840,B2B,Hamburg
841,B2B,Frankfurt
842,B2B,Hamburg
843,B2B,Cologne
844,B2B,Berlin
845,B2B,Cologne
846,B2B,Frankfurt
847,B2B,Cologne
848,B2C,Cologne
849,B2B,Cologne
850,B2C,Frankfurt
851,B2C,Cologne
852,B2C,Hamburg
853,B2B,Frankfurt
854,B2C,Cologne
855,B2C,Frankfurt
856,B2C,Munich
857,B2B,Hamburg
858,B2B,Cologne
859,B2B,Munich
860,B2B,Munich
861,B2B,Frankfurt
862,B2C,Munich
863,B2C,Hamburg
864,B2B,Hamburg
865,B2C,Berlin
866,B2B,Hamburg
867,B2C,Munich
868,B2C,Hamburg
869,B2B,Frankfurt
870,B2B,Berlin
871,B2C,Munich
872,B2B,Berlin
873,B2B,Munich
874,B2C,Frankfurt
875,B2B,Berlin
876,B2C,Cologne
877,B2B,Munich
878,B2C,Cologne
879,B2B,Berlin
880,B2C,Cologne
881,B2C,Cologne
882,B2B,Berlin
883,B2B,Frankfurt
884,B2C,Cologne
885,B2B,Cologne
886,B2B,Frankfurt
887,B2B,Cologne
888,B2B,Cologne
889,B2C,Cologne
890,B2B,Hamburg
891,B2B,Frankfurt
892,B2B,Cologne
893,B2B,Frankfurt
894,B2B,Munich
895,B2B,Munich
896,B2C,Cologne
897,B2B,Frankfurt
898,B2B,Frankfurt
899,B2C,Frankfurt
900,B2B,Hamburg
901,B2C,Munich
902,B2B,Frankfurt
903,B2B,Frankfurt
904,B2B,Hamburg
905,B2B,Hamburg
906,B2C,Frankfurt
907,B2B,Berlin
908,B2B,Frankfurt
909,B2B,Frankfurt
910,B2B,Hamburg
911,B2C,Hamburg
912,B2B,Frankfurt
913,B2B,Frankfurt
914,B2B,Frankfurt
915,B2B,Hamburg
916,B2C,Frankfurt
917,B2B,Frankfurt
918,B2C,Cologne
919,B2B,Berlin
920,B2B,Munich
921,B2C,Berlin
922,B2B,Cologne
923,B2B,Munich
924,B2C,Frankfurt
925,B2B,Cologne
926,B2C,Frankfurt
927,B2B,Hamburg
928,B2C,Cologne
929,B2C,Hamburg
930,B2B,Cologne
931,B2C,Cologne
932,B2B,Hamburg
933,B2C,Munich
934,B2B,Berlin
935,B2B,Frankfurt
936,B2B,Cologne
937,B2B,Frankfurt
938,B2B,Hamburg
939,B2C,Frankfurt
940,B2C,Hamburg
941,B2C,Frankfurt
942,B2B,Berlin
943,B2B,Berlin
944,B2B,Berlin
945,B2B,Berlin
946,B2B,Berlin
947,B2B,Berlin
948,B2C,Hamburg
949,B2B,Cologne
950,B2B,Frankfurt
951,B2B,Berlin
952,B2B,Hamburg
953,B2B,Hamburg
954,B2C,Hamburg
955,B2B,Cologne
956,B2B,Frankfurt
957,B2B,Cologne
958,B2C,Munich
959,B2C,Hamburg
960,B2C,Munich
961,B2B,Berlin
962,B2B,Berlin
963,B2B,Cologne
964,B2C,Frankfurt
965,B2C,Munich
966,B2B,Frankfurt
967,B2C,Cologne
968,B2C,Berlin
969,B2B,Frankfurt
970,B2C,Frankfurt
971,B2C,Berlin
972,B2B,Munich
973,B2B,Berlin
974,B2B,Frankfurt
975,B2B,Munich
976,B2B,Munich
977,B2B,Berlin
978,B2C,Frankfurt
979,B2B,Cologne
980,B2B,Frankfurt
981,B2B,Hamburg
982,B2B,Cologne
983,B2C,Munich
984,B2B,Cologne
985,B2B,Munich
986,B2B,Munich
987,B2C,Cologne
988,B2C,Munich
989,B2B,Munich
990,B2B,Hamburg
991,B2B,Frankfurt
992,B2B,Frankfurt
993,B2B,Hamburg
994,B2B,Cologne
995,B2B,Berlin
996,B2B,Berlin
997,B2C,Berlin
998,B2B,Hamburg
999,B2B,Hamburg
1000,B2B,Munich
